MERRA: MODERN ERA RETROSPECTIVE-ANALYSIS FOR RESEARCH AND APPLICATIONS
These data originates from the Global Modeling and Assimilation Office of NASA / Goddard Space Flight Center.
The MERRA analysis are being conducted with the GEOS-5 Asmospheric Data Assimilation System
(ADAS). The model grid is 0.5 degree latitude and 2/3 degree longitude.
The raw data may be obtained from this URL: http://gmao.gsfc.nasa.gov/research/merra/
Acknowledgement: The Global Modeling and Assimilation Office (GMAO) for the MERRA-analysis and the GES DISC for the dissemination of MERRA
This sub-dataset is provided and processedby EMD International A/S, web:
http://www.emd.dk or http://www.WindPRO.com

Year: 1991
IdxLatitude: 135
IdxLongitude: 191
Latitude: -22.5
Longitude: -52.6656951904297

time	pressure	temperature	wDir	wSpeed	dispHeight
1991-01-01 00:00	1009.7	28.09	120.5	2.80	8.688
1991-01-01 01:00	1009.9	27.93	104.4	2.48	8.688
1991-01-01 02:00	1009.7	27.56	84.7	2.37	8.688
1991-01-01 03:00	1009.0	26.61	67.8	2.88	8.688
1991-01-01 04:00	1008.3	24.49	64.1	3.68	8.688
1991-01-01 05:00	1008.0	23.52	67.9	4.43	8.688
1991-01-01 06:00	1008.1	23.41	73.7	4.87	8.688
1991-01-01 07:00	1008.8	23.14	79.9	4.87	8.688
1991-01-01 08:00	1009.9	22.59	86.0	4.83	8.688
1991-01-01 09:00	1011.1	22.99	89.3	4.63	8.688
1991-01-01 10:00	1011.8	24.99	88.4	4.54	8.688
1991-01-01 11:00	1011.9	28.16	83.5	4.66	8.688
1991-01-01 12:00	1011.7	31.43	77.1	4.70	8.688
1991-01-01 13:00	1011.1	33.97	72.0	4.58	8.688
1991-01-01 14:00	1010.1	35.80	69.9	4.15	8.688
1991-01-01 15:00	1009.3	37.04	72.5	3.63	8.688
1991-01-01 16:00	1008.4	37.76	81.4	3.34	8.688
1991-01-01 17:00	1007.6	37.96	92.7	3.29	8.688
1991-01-01 18:00	1006.9	37.59	101.6	3.40	8.688
1991-01-01 19:00	1006.3	36.74	106.9	3.59	8.688
1991-01-01 20:00	1006.2	35.45	109.6	3.87	8.688
1991-01-01 21:00	1006.5	33.39	114.0	3.86	8.688
1991-01-01 22:00	1007.0	29.33	117.4	4.07	8.688
1991-01-01 23:00	1007.5	28.03	116.3	4.52	8.688
1991-01-02 00:00	1008.1	27.16	113.7	4.54	8.688
1991-01-02 01:00	1008.7	26.30	111.0	4.31	8.688
1991-01-02 02:00	1008.8	25.74	108.0	3.86	8.688
1991-01-02 03:00	1008.5	25.93	99.8	3.31	8.688
1991-01-02 04:00	1008.1	26.25	88.8	2.96	8.688
1991-01-02 05:00	1007.9	25.73	79.6	2.97	8.688
1991-01-02 06:00	1008.0	24.23	73.5	3.40	8.688
1991-01-02 07:00	1008.3	22.86	70.3	4.05	8.688
1991-01-02 08:00	1008.9	22.32	68.7	4.55	8.688
1991-01-02 09:00	1009.9	23.93	65.0	4.46	8.688
1991-01-02 10:00	1010.5	27.01	60.7	3.97	8.688
1991-01-02 11:00	1010.5	30.33	49.9	4.50	8.688
1991-01-02 12:00	1010.1	33.19	38.6	4.49	8.688
1991-01-02 13:00	1009.2	35.60	30.3	4.20	8.688
