MERRA: MODERN ERA RETROSPECTIVE-ANALYSIS FOR RESEARCH AND APPLICATIONS
These data originates from the Global Modeling and Assimilation Office of NASA / Goddard Space Flight Center.
The MERRA analysis are being conducted with the GEOS-5 Asmospheric Data Assimilation System
(ADAS). The model grid is 0.5 degree latitude and 2/3 degree longitude.
The raw data may be obtained from this URL: http://gmao.gsfc.nasa.gov/research/merra/
Acknowledgement: The Global Modeling and Assimilation Office (GMAO) for the MERRA-analysis and the GES DISC for the dissemination of MERRA
This sub-dataset is provided and processedby EMD International A/S, web:
http://www.emd.dk or http://www.WindPRO.com

Year: 1989
IdxLatitude: 161
IdxLongitude: 166
Latitude: -9.5
Longitude: -69.3324890136719

time	pressure	temperature	wDir	wSpeed	dispHeight
1989-01-01 00:00	1009.5	28.04	98.3	2.34	23.094
1989-01-01 01:00	1010.2	27.26	94.2	2.27	23.094
1989-01-01 02:00	1010.8	26.38	91.2	2.11	23.094
1989-01-01 03:00	1011.1	25.53	89.6	1.95	23.094
1989-01-01 04:00	1010.8	24.86	87.9	1.78	23.094
1989-01-01 05:00	1010.4	24.27	86.5	1.63	23.094
1989-01-01 06:00	1010.1	23.73	86.1	1.53	23.094
1989-01-01 07:00	1010.0	23.20	85.9	1.51	23.094
1989-01-01 08:00	1010.2	22.74	84.5	1.49	23.094
1989-01-01 09:00	1010.6	22.37	81.8	1.38	23.094
1989-01-01 10:00	1011.4	22.30	77.2	1.25	23.094
1989-01-01 11:00	1012.2	23.93	68.9	0.81	23.094
1989-01-01 12:00	1012.5	27.18	63.3	0.67	23.094
1989-01-01 13:00	1012.4	30.28	70.6	0.86	23.094
1989-01-01 14:00	1012.0	32.31	69.3	0.86	23.094
1989-01-01 15:00	1011.3	33.67	67.9	1.05	23.094
1989-01-01 16:00	1010.0	34.39	62.4	1.21	23.094
1989-01-01 17:00	1008.7	34.68	59.2	1.32	23.094
1989-01-01 18:00	1007.5	34.37	60.8	1.52	23.094
1989-01-01 19:00	1006.6	33.37	62.4	1.86	23.094
1989-01-01 20:00	1006.2	32.55	62.1	2.24	23.094
1989-01-01 21:00	1006.3	31.51	55.7	2.22	23.094
1989-01-01 22:00	1007.0	30.34	47.4	2.25	23.094
1989-01-01 23:00	1007.9	29.16	43.3	2.67	23.094
1989-01-02 00:00	1008.7	28.12	40.2	2.79	23.094
1989-01-02 01:00	1009.5	27.39	36.4	2.71	23.094
1989-01-02 02:00	1010.1	26.75	31.8	2.53	23.094
1989-01-02 03:00	1010.1	26.14	27.3	2.36	23.094
1989-01-02 04:00	1009.7	25.62	21.0	2.23	23.094
1989-01-02 05:00	1009.3	25.17	14.8	2.14	23.094
1989-01-02 06:00	1009.1	24.79	9.7	2.08	23.094
1989-01-02 07:00	1008.9	24.48	5.5	2.02	23.094
1989-01-02 08:00	1009.1	24.26	1.9	1.95	23.094
1989-01-02 09:00	1009.7	24.07	3.2	1.76	23.094
1989-01-02 10:00	1010.5	23.95	5.7	1.57	23.094
1989-01-02 11:00	1011.4	24.68	6.4	1.14	23.094
1989-01-02 12:00	1012.0	26.67	0.2	1.01	23.094
1989-01-02 13:00	1012.2	29.13	0.1	1.33	23.094
1989-01-02 14:00	1011.9	30.85	9.1	1.36	23.094
1989-01-02 15:00	1011.1	32.39	14.7	1.47	23.094
1989-01-02 16:00	1010.0	33.04	17.9	1.68	23.094
1989-01-02 17:00	1008.8	33.03	21.5	1.86	23.094
1989-01-02 18:00	1007.7	32.59	24.1	2.05	23.094
1989-01-02 19:00	1007.0	31.66	24.6	2.26	23.094
1989-01-02 20:00	1006.8	30.22	22.1	2.38	23.094
1989-01-02 21:00	1007.1	28.69	6.9	1.90	23.094
1989-01-02 22:00	1007.9	27.68	359.2	1.91	23.094
1989-01-02 23:00	1008.6	26.85	355.1	2.06	23.094
1989-01-03 00:00	1009.4	26.27	352.0	2.00	23.094
1989-01-03 01:00	1010.0	25.76	351.5	1.85	23.094
1989-01-03 02:00	1010.5	25.30	353.7	1.72	23.094
1989-01-03 03:00	1010.4	24.86	356.3	1.73	23.094
1989-01-03 04:00	1009.8	24.50	356.7	1.76	23.094
1989-01-03 05:00	1009.1	24.17	356.6	1.74	23.094
1989-01-03 06:00	1008.7	23.89	355.0	1.61	23.094
1989-01-03 07:00	1008.6	23.65	351.6	1.41	23.094
1989-01-03 08:00	1008.7	23.38	345.3	1.25	23.094
1989-01-03 09:00	1009.4	23.11	341.6	1.04	23.094
1989-01-03 10:00	1010.4	22.98	335.4	0.81	23.094
1989-01-03 11:00	1011.4	24.59	334.3	0.79	23.094
1989-01-03 12:00	1011.9	27.25	345.2	0.96	23.094
1989-01-03 13:00	1012.0	29.74	4.6	0.93	23.094
1989-01-03 14:00	1011.4	31.15	19.3	0.98	23.094
1989-01-03 15:00	1010.8	31.75	21.6	1.05	23.094
1989-01-03 16:00	1009.7	32.14	21.2	1.13	23.094
1989-01-03 17:00	1008.7	32.37	23.0	1.23	23.094
1989-01-03 18:00	1007.8	32.31	30.9	1.31	23.094
1989-01-03 19:00	1007.1	32.17	43.0	1.41	23.094
1989-01-03 20:00	1006.9	31.97	53.0	1.54	23.094
1989-01-03 21:00	1007.0	31.53	54.1	1.42	23.094
1989-01-03 22:00	1007.4	30.50	38.5	1.06	23.094
1989-01-03 23:00	1008.2	28.55	12.3	1.00	23.094
1989-01-04 00:00	1008.9	27.37	347.0	1.12	23.094
1989-01-04 01:00	1009.7	26.55	327.2	1.33	23.094
1989-01-04 02:00	1010.2	26.07	314.8	1.54	23.094
1989-01-04 03:00	1010.2	25.88	306.9	1.64	23.094
1989-01-04 04:00	1009.8	25.63	300.6	1.77	23.094
1989-01-04 05:00	1009.3	25.33	295.5	1.90	23.094
1989-01-04 06:00	1008.9	24.98	291.9	1.97	23.094
1989-01-04 07:00	1008.7	24.62	289.6	1.97	23.094
1989-01-04 08:00	1009.1	24.17	288.1	1.93	23.094
1989-01-04 09:00	1009.7	23.63	285.8	1.74	23.094
1989-01-04 10:00	1010.5	23.31	282.7	1.56	23.094
