MERRA: MODERN ERA RETROSPECTIVE-ANALYSIS FOR RESEARCH AND APPLICATIONS
These data originates from the Global Modeling and Assimilation Office of NASA / Goddard Space Flight Center.
The MERRA analysis are being conducted with the GEOS-5 Asmospheric Data Assimilation System
(ADAS). The model grid is 0.5 degree latitude and 2/3 degree longitude.
The raw data may be obtained from this URL: http://gmao.gsfc.nasa.gov/research/merra/
Acknowledgement: The Global Modeling and Assimilation Office (GMAO) for the MERRA-analysis and the GES DISC for the dissemination of MERRA
This sub-dataset is provided and processedby EMD International A/S, web:
http://www.emd.dk or http://www.WindPRO.com

Year: 2012
IdxLatitude: 162
IdxLongitude: 165
Latitude: -9
Longitude: -69.9991607666016

time	pressure	temperature	wDir	wSpeed	dispHeight
2012-01-01 00:00	1008.0	24.56	338.8	1.81	23.063
2012-01-01 01:00	1008.7	24.35	333.7	1.88	23.063
2012-01-01 02:00	1009.2	24.16	325.8	1.89	23.063
2012-01-01 03:00	1009.4	23.95	317.6	1.69	23.063
2012-01-01 04:00	1009.0	23.81	312.1	1.55	23.063
2012-01-01 05:00	1008.4	23.86	312.3	1.26	23.063
2012-01-01 06:00	1008.2	23.85	311.3	0.97	23.063
2012-01-01 07:00	1008.2	23.69	314.2	0.92	23.063
2012-01-01 08:00	1008.5	23.61	319.6	0.90	23.063
2012-01-01 09:00	1009.1	23.52	325.1	0.85	23.063
2012-01-01 10:00	1010.1	23.51	328.1	0.76	23.063
2012-01-01 11:00	1011.1	23.79	325.8	0.67	23.063
2012-01-01 12:00	1011.8	24.42	321.8	0.82	23.063
2012-01-01 13:00	1012.1	25.27	320.4	1.01	23.063
2012-01-01 14:00	1012.0	26.00	321.6	1.11	23.063
2012-01-01 15:00	1011.4	26.42	321.0	1.18	23.063
2012-01-01 16:00	1010.2	26.64	324.5	1.21	23.063
2012-01-01 17:00	1009.0	26.75	329.5	1.17	23.063
2012-01-01 18:00	1007.9	26.61	336.6	1.11	23.063
2012-01-01 19:00	1007.2	26.45	343.5	0.98	23.063
2012-01-01 20:00	1006.8	26.13	352.4	0.75	23.063
2012-01-01 21:00	1007.1	25.70	353.8	0.49	23.063
2012-01-01 22:00	1007.9	25.19	349.9	0.47	23.063
2012-01-01 23:00	1008.8	24.68	338.9	0.59	23.063
2012-01-02 00:00	1009.5	24.48	327.7	0.86	23.063
2012-01-02 01:00	1010.1	24.40	321.4	0.86	23.063
2012-01-02 02:00	1010.4	24.24	320.4	1.01	23.063
2012-01-02 03:00	1010.3	24.10	324.4	1.02	23.063
2012-01-02 04:00	1009.8	24.00	331.1	0.96	23.063
2012-01-02 05:00	1009.2	23.89	333.0	0.85	23.063
2012-01-02 06:00	1008.9	23.79	329.1	0.71	23.063
2012-01-02 07:00	1008.7	23.69	321.6	0.57	23.063
2012-01-02 08:00	1009.0	23.61	310.1	0.43	23.063
2012-01-02 09:00	1009.7	23.52	298.3	0.36	23.063
2012-01-02 10:00	1010.6	23.45	289.0	0.34	23.063
2012-01-02 11:00	1011.5	23.53	277.4	0.33	23.063
2012-01-02 12:00	1012.3	23.82	278.1	0.34	23.063
2012-01-02 13:00	1012.7	24.06	284.1	0.48	23.063
2012-01-02 14:00	1012.7	24.26	287.7	0.59	23.063
2012-01-02 15:00	1012.2	24.49	293.3	0.61	23.063
2012-01-02 16:00	1011.4	24.62	299.4	0.60	23.063
2012-01-02 17:00	1010.4	24.85	299.3	0.48	23.063
2012-01-02 18:00	1009.2	25.20	279.2	0.39	23.063
2012-01-02 19:00	1008.2	25.39	256.9	0.38	23.063
2012-01-02 20:00	1008.0	25.30	237.1	0.25	23.063
2012-01-02 21:00	1008.2	24.92	86.5	0.06	23.063
2012-01-02 22:00	1008.7	24.59	64.0	0.32	23.063
2012-01-02 23:00	1009.3	24.30	57.8	0.53	23.063
2012-01-03 00:00	1010.0	24.23	55.5	0.75	23.063
2012-01-03 01:00	1010.7	24.16	46.5	0.60	23.063
2012-01-03 02:00	1011.2	24.06	33.3	0.48	23.063
2012-01-03 03:00	1011.2	23.93	40.2	0.38	23.063
2012-01-03 04:00	1010.9	23.80	33.0	0.28	23.063
2012-01-03 05:00	1010.5	23.70	19.6	0.21	23.063
2012-01-03 06:00	1010.2	23.59	8.5	0.18	23.063
2012-01-03 07:00	1010.0	23.49	6.0	0.19	23.063
2012-01-03 08:00	1010.1	23.40	11.7	0.15	23.063
2012-01-03 09:00	1010.7	23.31	0.8	0.21	23.063
2012-01-03 10:00	1011.7	23.21	356.1	0.25	23.063
2012-01-03 11:00	1012.6	23.20	345.8	0.30	23.063
2012-01-03 12:00	1013.0	23.35	328.5	0.39	23.063
2012-01-03 13:00	1013.4	23.53	323.7	0.49	23.063
2012-01-03 14:00	1013.6	23.72	322.1	0.60	23.063
2012-01-03 15:00	1013.4	23.86	324.5	0.72	23.063
2012-01-03 16:00	1012.7	24.04	327.5	0.83	23.063
2012-01-03 17:00	1011.8	24.06	324.7	0.97	23.063
