MERRA: MODERN ERA RETROSPECTIVE-ANALYSIS FOR RESEARCH AND APPLICATIONS
These data originates from the Global Modeling and Assimilation Office of NASA / Goddard Space Flight Center.
The MERRA analysis are being conducted with the GEOS-5 Asmospheric Data Assimilation System
(ADAS). The model grid is 0.5 degree latitude and 2/3 degree longitude.
The raw data may be obtained from this URL: http://gmao.gsfc.nasa.gov/research/merra/
Acknowledgement: The Global Modeling and Assimilation Office (GMAO) for the MERRA-analysis and the GES DISC for the dissemination of MERRA
This sub-dataset is provided and processedby EMD International A/S, web:
http://www.emd.dk or http://www.WindPRO.com

Year: 1992
IdxLatitude: 166
IdxLongitude: 218
Latitude: -7
Longitude: -34.6655578613281

time	pressure	temperature	wDir	wSpeed	dispHeight
1992-01-01 00:00	1013.9	26.67	115.5	8.94	0.100
1992-01-01 01:00	1013.6	26.62	112.9	8.89	0.100
1992-01-01 02:00	1012.8	26.56	110.9	8.74	0.100
1992-01-01 03:00	1012.2	26.44	109.4	8.52	0.100
1992-01-01 04:00	1011.7	26.25	110.0	8.29	0.100
1992-01-01 05:00	1011.6	26.15	110.7	8.04	0.100
1992-01-01 06:00	1011.7	26.08	111.8	7.85	0.100
1992-01-01 07:00	1011.9	26.02	113.3	7.74	0.100
1992-01-01 08:00	1012.3	26.07	114.8	7.72	0.100
1992-01-01 09:00	1012.8	26.56	114.0	7.66	0.100
1992-01-01 10:00	1013.1	27.30	111.8	7.80	0.100
1992-01-01 11:00	1013.3	28.10	109.5	8.16	0.100
1992-01-01 12:00	1013.2	28.69	107.9	8.59	0.100
1992-01-01 13:00	1012.9	29.00	107.4	9.01	0.100
1992-01-01 14:00	1012.3	29.24	107.4	9.40	0.100
1992-01-01 15:00	1011.7	29.14	108.8	9.64	0.100
1992-01-01 16:00	1011.2	28.91	111.0	9.63	0.100
1992-01-01 17:00	1010.9	28.49	113.8	9.60	0.100
1992-01-01 18:00	1010.8	27.92	116.8	9.57	0.100
1992-01-01 19:00	1010.9	27.28	119.5	9.46	0.100
1992-01-01 20:00	1011.4	26.81	122.0	9.22	0.100
1992-01-01 21:00	1012.0	26.67	123.9	9.06	0.100
1992-01-01 22:00	1012.5	26.61	124.6	8.95	0.100
1992-01-01 23:00	1012.7	26.65	124.1	8.83	0.100
1992-01-02 00:00	1012.7	26.69	124.1	8.56	0.100
1992-01-02 01:00	1012.4	26.65	125.3	8.39	0.100
1992-01-02 02:00	1011.6	26.53	126.6	8.24	0.100
1992-01-02 03:00	1010.9	26.36	126.4	8.02	0.100
1992-01-02 04:00	1010.6	26.33	125.2	7.80	0.100
1992-01-02 05:00	1010.6	26.35	123.3	7.65	0.100
1992-01-02 06:00	1010.6	26.41	121.1	7.62	0.100
1992-01-02 07:00	1010.9	26.54	118.7	7.55	0.100
1992-01-02 08:00	1011.5	26.73	116.4	7.41	0.100
1992-01-02 09:00	1012.4	27.29	116.3	7.27	0.100
1992-01-02 10:00	1012.8	28.49	117.2	7.31	0.100
1992-01-02 11:00	1012.9	29.52	116.9	7.35	0.100
1992-01-02 12:00	1012.8	30.20	116.4	7.53	0.100
1992-01-02 13:00	1012.5	30.65	116.3	7.68	0.100
1992-01-02 14:00	1011.9	31.05	116.0	7.96	0.100
1992-01-02 15:00	1011.3	30.90	113.8	8.41	0.100
1992-01-02 16:00	1010.8	30.47	111.6	8.79	0.100
1992-01-02 17:00	1010.5	29.78	109.7	8.98	0.100
1992-01-02 18:00	1010.6	28.99	108.1	9.04	0.100
1992-01-02 19:00	1011.0	28.11	106.4	8.88	0.100
1992-01-02 20:00	1011.6	27.43	104.0	8.51	0.100
1992-01-02 21:00	1012.1	27.27	100.5	8.41	0.100
1992-01-02 22:00	1012.6	27.15	96.8	8.37	0.100
1992-01-02 23:00	1012.8	27.19	93.9	8.20	0.100
