MERRA: MODERN ERA RETROSPECTIVE-ANALYSIS FOR RESEARCH AND APPLICATIONS
These data originates from the Global Modeling and Assimilation Office of NASA / Goddard Space Flight Center.
The MERRA analysis are being conducted with the GEOS-5 Asmospheric Data Assimilation System
(ADAS). The model grid is 0.5 degree latitude and 2/3 degree longitude.
The raw data may be obtained from this URL: http://gmao.gsfc.nasa.gov/research/merra/
Acknowledgement: The Global Modeling and Assimilation Office (GMAO) for the MERRA-analysis and the GES DISC for the dissemination of MERRA
This sub-dataset is provided and processedby EMD International A/S, web:
http://www.emd.dk or http://www.WindPRO.com

Year: 2006
IdxLatitude: 139
IdxLongitude: 194
Latitude: -20.5
Longitude: -50.6656799316406

time	pressure	temperature	wDir	wSpeed	dispHeight
2006-01-01 00:00	1010.2	23.73	41.6	4.96	0.322
2006-01-01 01:00	1010.3	23.47	42.8	5.28	0.322
2006-01-01 02:00	1010.1	23.20	40.9	5.43	0.322
2006-01-01 03:00	1009.6	22.95	35.7	5.54	0.322
2006-01-01 04:00	1008.9	22.64	29.8	5.69	0.322
2006-01-01 05:00	1008.4	22.30	23.7	5.82	0.322
2006-01-01 06:00	1008.3	21.97	17.4	5.90	0.322
2006-01-01 07:00	1008.6	21.71	11.8	5.89	0.322
2006-01-01 08:00	1009.2	21.54	6.5	5.88	0.322
2006-01-01 09:00	1010.0	21.98	3.2	5.61	0.322
2006-01-01 10:00	1010.7	22.87	358.8	5.18	0.322
2006-01-01 11:00	1011.2	23.79	352.8	5.24	0.322
2006-01-01 12:00	1011.3	24.31	348.8	5.61	0.322
2006-01-01 13:00	1010.9	24.60	348.5	5.95	0.322
2006-01-01 14:00	1010.1	24.94	350.9	6.20	0.322
2006-01-01 15:00	1009.2	25.45	352.7	6.28	0.322
2006-01-01 16:00	1008.1	26.10	353.5	6.13	0.322
2006-01-01 17:00	1007.3	26.68	353.2	5.83	0.322
2006-01-01 18:00	1006.9	26.69	351.3	5.31	0.322
2006-01-01 19:00	1006.8	26.40	349.8	4.68	0.322
2006-01-01 20:00	1007.2	25.70	353.9	3.76	0.322
2006-01-01 21:00	1007.8	24.86	5.7	3.05	0.322
2006-01-01 22:00	1008.4	24.23	20.2	2.85	0.322
2006-01-01 23:00	1009.1	23.86	29.9	2.93	0.322
2006-01-02 00:00	1009.5	23.52	37.4	3.17	0.322
2006-01-02 01:00	1009.7	23.20	41.5	3.47	0.323
2006-01-02 02:00	1009.4	22.93	41.4	3.64	0.323
2006-01-02 03:00	1009.0	22.70	39.8	3.75	0.323
2006-01-02 04:00	1008.5	22.51	35.7	3.97	0.323
2006-01-02 05:00	1008.2	22.35	29.9	4.31	0.323
2006-01-02 06:00	1008.1	22.27	23.3	4.69	0.323
2006-01-02 07:00	1008.4	22.22	17.3	5.07	0.323
2006-01-02 08:00	1009.0	22.20	12.4	5.47	0.323
2006-01-02 09:00	1009.6	22.49	7.3	5.73	0.323
2006-01-02 10:00	1010.0	23.12	2.2	5.77	0.323
2006-01-02 11:00	1010.2	24.10	356.0	5.86	0.323
2006-01-02 12:00	1010.4	24.82	349.7	6.29	0.323
2006-01-02 13:00	1010.2	25.50	345.5	6.61	0.323
2006-01-02 14:00	1009.4	26.29	342.8	6.80	0.323
2006-01-02 15:00	1008.7	26.78	340.3	6.53	0.323
2006-01-02 16:00	1007.9	27.08	336.9	5.91	0.323
2006-01-02 17:00	1007.3	26.86	332.6	5.32	0.323
2006-01-02 18:00	1007.0	26.35	330.4	4.78	0.323
2006-01-02 19:00	1006.9	25.78	330.6	4.20	0.323
2006-01-02 20:00	1007.2	25.20	335.4	3.30	0.323
2006-01-02 21:00	1007.7	24.52	346.8	3.04	0.323
2006-01-02 22:00	1008.2	23.94	356.1	3.41	0.323
2006-01-02 23:00	1008.7	23.69	0.3	3.84	0.323
2006-01-03 00:00	1009.2	23.49	1.7	4.24	0.323
2006-01-03 01:00	1009.5	23.26	0.2	4.61	0.323
2006-01-03 02:00	1009.3	23.10	356.2	4.92	0.323
2006-01-03 03:00	1008.7	22.97	351.1	5.17	0.323
2006-01-03 04:00	1008.3	22.87	345.4	5.27	0.323
2006-01-03 05:00	1007.9	22.77	340.0	5.25	0.323
2006-01-03 06:00	1007.9	22.70	335.7	5.09	0.323
2006-01-03 07:00	1008.1	22.57	331.6	4.77	0.323
2006-01-03 08:00	1008.6	22.47	328.4	4.52	0.323
2006-01-03 09:00	1009.2	22.66	329.0	4.00	0.323
2006-01-03 10:00	1009.5	23.75	329.0	3.74	0.323
2006-01-03 11:00	1009.8	25.65	325.7	4.07	0.323
2006-01-03 12:00	1010.0	27.33	324.6	4.40	0.323
2006-01-03 13:00	1009.5	28.83	326.1	4.66	0.323
2006-01-03 14:00	1008.4	29.69	327.0	4.86	0.323
2006-01-03 15:00	1007.4	30.33	325.5	4.74	0.323
2006-01-03 16:00	1006.7	30.36	322.5	4.53	0.323
2006-01-03 17:00	1006.0	29.99	318.2	4.17	0.323
2006-01-03 18:00	1005.6	29.47	312.9	3.57	0.323
2006-01-03 19:00	1005.4	28.67	307.0	2.86	0.323
2006-01-03 20:00	1005.8	27.89	301.9	2.10	0.323
2006-01-03 21:00	1006.3	26.96	307.5	1.50	0.323
2006-01-03 22:00	1006.9	26.23	328.3	1.21	0.324
2006-01-03 23:00	1007.3	25.70	354.7	1.39	0.324
2006-01-04 00:00	1007.7	25.39	9.7	1.96	0.324
2006-01-04 01:00	1007.6	25.33	14.2	2.66	0.324
2006-01-04 02:00	1006.9	24.56	13.4	3.29	0.324
2006-01-04 03:00	1006.2	23.95	8.7	3.85	0.324
